Position,Title,Artist,Album,DeezerId,Rank,PopularityTier,ArtistCount,ArtistOverRepresented,DurationSec,HasPreview,Explicit,IsExactDup,NearDupOfPosition,Recommendation,Reason,PreviewUrl
"96","Scar Tissue","Red Hot Chili Peppers","Californication (Deluxe Edition)","725254","914445","Top 25%","4","false","215","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/5/8/2/0/5827c9257a749eb955a7dd3ef3c2eb3c.mp3?hdnea=exp=1780975537~acl=/api/1/1/5/8/2/0/5827c9257a749eb955a7dd3ef3c2eb3c.mp3*~data=user_id=0,application_id=42~hmac=a27b937338cece59faccb43e08584ae437c19cc4bdd49312da86d748e0aa9a6c"
"76","Knockin' On Heaven's Door","Guns N' Roses","Use Your Illusion II","505510232","912249","Top 25%","2","false","336","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/e/d/f/0/edfb2b7cf4665adcf6e57c038d4cee44.mp3?hdnea=exp=1780975537~acl=/api/1/1/e/d/f/0/edfb2b7cf4665adcf6e57c038d4cee44.mp3*~data=user_id=0,application_id=42~hmac=e2fd3c0af5661a6f51b52a55bb0e010b61d130282d70e61fec674271b9f7f13c"
"183","I Don't Want To Miss A Thing","Aerosmith","Armageddon - The Album","624823","908963","Top 25%","2","false","299","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/8/a/0/0/8a037808681ad1ec39fa969694663514.mp3?hdnea=exp=1780975538~acl=/api/1/1/8/a/0/0/8a037808681ad1ec39fa969694663514.mp3*~data=user_id=0,application_id=42~hmac=c48d3777f935af1042953dcadd017acd59e86e6b3f3cde67ed8574704547e802"
"99","Cherry Pie","Warrant","Cherry Pie","594917","907496","Top 25%","1","false","201","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/f/b/6/0/fb6c0ec54287c307a4ee9d0fd8c9eb2b.mp3?hdnea=exp=1780975537~acl=/api/1/1/f/b/6/0/fb6c0ec54287c307a4ee9d0fd8c9eb2b.mp3*~data=user_id=0,application_id=42~hmac=630203da6826c8e8030b02a95c9bd7ea44ed9037d1751ad8659a767de071633f"
"239","Killing In The Name","Rage Against the Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","62082829","903558","Top 25%","3","false","313","true","true","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/0/1/0/0/010c6f527fdcc5abe6b0764fd5e6eb31.mp3?hdnea=exp=1780975538~acl=/api/1/1/0/1/0/0/010c6f527fdcc5abe6b0764fd5e6eb31.mp3*~data=user_id=0,application_id=42~hmac=d9cac092942f4397e97808102548f109b55a59e154c8e8c0198fef3bea983a59"
"43","Bitter Sweet Symphony (Remastered 2016)","The Verve","Urban Hymns (Remastered 2016)","398570642","903083","Top 25%","3","false","357","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/3/4/1/0/341bbcf7cf85b72d242ecee1c7134483.mp3?hdnea=exp=1780975537~acl=/api/1/1/3/4/1/0/341bbcf7cf85b72d242ecee1c7134483.mp3*~data=user_id=0,application_id=42~hmac=92dbe333c66684850b1bc1fdd2491909a5e2df24f0939e16c350d7f5ba90d536"
"505","Freed From Desire","Gala","DIY Loves 90'S Vol. 1","6177415","899480","Top 25%","1","false","213","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/9/4/9/0/949b026da19ee8afd7e772b29b08dcb2.mp3?hdnea=exp=1780975540~acl=/api/1/1/9/4/9/0/949b026da19ee8afd7e772b29b08dcb2.mp3*~data=user_id=0,application_id=42~hmac=a29686b5ec39de11f8fa90d67e614d27bc6414689bde146bccb1837be8f3cdcf"
"2","No Scrubs","TLC","Fanmail","1075781","899352","Top 25%","4","false","219","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/1/0/8/0/1089b05806068e19ab4d8ebc48c06c8d.mp3?hdnea=exp=1780975537~acl=/api/1/1/1/0/8/0/1089b05806068e19ab4d8ebc48c06c8d.mp3*~data=user_id=0,application_id=42~hmac=c2041bfcbb2e43f11965ee115282a36cb12f747ab01d5d6eaf923970da59505a"
"3","I Want It That Way","Backstreet Boys","Millennium","13141170","884686","Top 25%","3","false","214","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/7/1/9/0/71997935a6df8ac013ac4f76fbe7d72e.mp3?hdnea=exp=1780975537~acl=/api/1/1/7/1/9/0/71997935a6df8ac013ac4f76fbe7d72e.mp3*~data=user_id=0,application_id=42~hmac=49a778ede401c3b397d09deee3223a34c7c97250efe0c893771ae2b7fcbe89ce"
"67","Basket Case","Green Day","Dookie","678044","883330","Top 25%","4","false","181","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/e/9/2/0/e92e69639b644d52ef79e3ae235c8a91.mp3?hdnea=exp=1780975537~acl=/api/1/1/e/9/2/0/e92e69639b644d52ef79e3ae235c8a91.mp3*~data=user_id=0,application_id=42~hmac=b6a8895966d65b4f728bf9a7ec976ba5dc10330270667acf2a11dc81eede3cc3"
"35","Everlong","Foo Fighters","Greatest Hits","4762041","879352","Top 25%","4","false","250","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/9/1/b/0/91b781968e297de2467fe9890893e586.mp3?hdnea=exp=1780975537~acl=/api/1/1/9/1/b/0/91b781968e297de2467fe9890893e586.mp3*~data=user_id=0,application_id=42~hmac=015b51e7c0335a7bbcf44775ed19c40a318358abfe605abd87a10ac143799d46"
"249","Lovefool","The Cardigans","Best Of","910474","878290","Top 25%","3","false","198","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/2/a/9/0/2a9ded54b3a618ed0f0f49202192fa40.mp3?hdnea=exp=1780975538~acl=/api/1/1/2/a/9/0/2a9ded54b3a618ed0f0f49202192fa40.mp3*~data=user_id=0,application_id=42~hmac=51edae2e6f6c8ed62f1bc5b424493d37a991358208611640f4e21d0cd2345a37"
"291","Black Hole Sun","Soundgarden","Superunknown (Super Deluxe)","78631539","875146","Top 25%","1","false","318","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/d/d/f/0/ddfb8e736d8dc5690ad7498ed26e8251.mp3?hdnea=exp=1780975538~acl=/api/1/1/d/d/f/0/ddfb8e736d8dc5690ad7498ed26e8251.mp3*~data=user_id=0,application_id=42~hmac=dabbf8d3aeb23bd92557426d1cfdcba783c70e15dba5d4de15e4d334ba5b392d"
"316","Lithium","Nirvana","Nevermind (Remastered)","13791934","866064","Top 25%","5","false","255","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/1/1/7/0/1174a6c09fbc3fe39c1d01e49de8c85b.mp3?hdnea=exp=1780975539~acl=/api/1/1/1/1/7/0/1174a6c09fbc3fe39c1d01e49de8c85b.mp3*~data=user_id=0,application_id=42~hmac=e4dbb92cbb2a8edde2513edef6410315c7b619f1af80b5df5ee294e82d70c227"
"423","Why Don't You Get A Job","The Offspring","Americana","137234014","863804","Top 25%","3","false","172","true","true","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/b/5/5/0/b551397cbd6ffb255faf9d5fb20b6eb7.mp3?hdnea=exp=1780975539~acl=/api/1/1/b/5/5/0/b551397cbd6ffb255faf9d5fb20b6eb7.mp3*~data=user_id=0,application_id=42~hmac=80860773ef935a08e03777aa8a25e5e3ebf6b968e7798bb710638f6011ca9082"
"63","November Rain","Guns N' Roses","Use Your Illusion I","1169683","862764","Top 25%","2","false","537","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/c/8/4/0/c841da8f662caa4e9b9abcd69471ea41.mp3?hdnea=exp=1780975537~acl=/api/1/1/c/8/4/0/c841da8f662caa4e9b9abcd69471ea41.mp3*~data=user_id=0,application_id=42~hmac=0f8f6d8b822fa3a89e3f1f62e9109a77c926e08318b96804d4d773721b16b670"
"69","Kiss Me","Sixpence None The Richer","Sixpence None The Richer","134116940","857286","Top 25%","2","false","208","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/e/3/4/0/e34e7cc5b8cbd7d9e60aa18292d53e80.mp3?hdnea=exp=1780975537~acl=/api/1/1/e/3/4/0/e34e7cc5b8cbd7d9e60aa18292d53e80.mp3*~data=user_id=0,application_id=42~hmac=86840979e11b33b0ac35e87f4bc6008d1cc3a176052d035855839779c41a43e1"
"440","Believe","Cher","Believe","786717","855313","Top 25%","2","false","239","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/c/f/e/0/cfe5600eb3b0f8b50ff351ae46129e07.mp3?hdnea=exp=1780975539~acl=/api/1/1/c/f/e/0/cfe5600eb3b0f8b50ff351ae46129e07.mp3*~data=user_id=0,application_id=42~hmac=58e4ac163c6b9ba66950c9d24fb8aa1ab2d19e3e7d9baed292e2a8a201c02559"
"148","Pretty Fly (For A White Guy)","The Offspring","Americana","137233982","853842","Top 25%","3","false","189","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/2/8/8/0/288206f008130dfe972fce5af914e585.mp3?hdnea=exp=1780975538~acl=/api/1/1/2/8/8/0/288206f008130dfe972fce5af914e585.mp3*~data=user_id=0,application_id=42~hmac=472e09fa5bd03c3df62da1b6fd30fe5a8ea249059fa9c6c367cfb03c73b0ff39"
"68","It Wasn't Me","Shaggy","The Boombastic Collection - Best Of Shaggy (International Version)","2122532","853436","Top 25%","1","false","227","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/a/1/e/0/a1ea994a11e336d87b1ed9f6a6ea1ae7.mp3?hdnea=exp=1780975537~acl=/api/1/1/a/1/e/0/a1ea994a11e336d87b1ed9f6a6ea1ae7.mp3*~data=user_id=0,application_id=42~hmac=b104ee53f28988ab944021e2d34bbb3c8c824a4083e305e22d765877249c6a5a"
"42","It Must Have Been Love (From the Film ""Pretty Woman"")","Roxette","The Ballad Hits","3098301","851456","Top 25%","1","false","259","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/0/6/6/0/066aae449406b6ea3addfb6ad51a6ded.mp3?hdnea=exp=1780975537~acl=/api/1/1/0/6/6/0/066aae449406b6ea3addfb6ad51a6ded.mp3*~data=user_id=0,application_id=42~hmac=c9ef488c9de05f1a4aff4d0e3f9fae1cf6cbf1e8bbdaa658434e5550cb01546b"
"88","Mr. Jones","Counting Crows","Films About Ghosts (The Best Of Counting Crows)","1138006","851294","Top 25%","4","false","271","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/3/9/b/0/39b57def86ea9dfdbe474c75b22c7dea.mp3?hdnea=exp=1780975537~acl=/api/1/1/3/9/b/0/39b57def86ea9dfdbe474c75b22c7dea.mp3*~data=user_id=0,application_id=42~hmac=fd5bd01a91bb52c115262e6be98db2351e8b2f71b146d87da4c40b8774a0d719"
"556","Macarena","Los Del Río","Hits Of The 90s","994491","849091","Top 25%","1","false","252","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/d/d/e/0/ddeba4c53d5b9785f3f0375201bfb422.mp3?hdnea=exp=1780975540~acl=/api/1/1/d/d/e/0/ddeba4c53d5b9785f3f0375201bfb422.mp3*~data=user_id=0,application_id=42~hmac=7e4721b8e4808b705fac68b9e68ff3037a66cfcceb1aca8ce9542ddda986c8f9"
"36","All The Small Things","blink-182","Greatest Hits","127354207","845983","Top 25%","3","false","172","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/a/a/4/0/aa45181e0e0f93f03704205b5543ab88.mp3?hdnea=exp=1780975537~acl=/api/1/1/a/a/4/0/aa45181e0e0f93f03704205b5543ab88.mp3*~data=user_id=0,application_id=42~hmac=1c64bbd3ab04db8e7f103de82fa6c2a3d9921fbf14896f794e0a9d8a1082518a"
"158","Barbie Girl","Aqua","Aquarium","1115044","844761","Top 25%","2","false","196","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/4/3/7/0/4371d1b1cfd9c181f987a3befea3585b.mp3?hdnea=exp=1780975538~acl=/api/1/1/4/3/7/0/4371d1b1cfd9c181f987a3befea3585b.mp3*~data=user_id=0,application_id=42~hmac=039ae263b0b4a7ee084d59561a147745a79f62b9b471727ed592d50dadb9e184"
"527","It Ain't Over 'Til It's Over","Lenny Kravitz","Mama Said","3151232","843802","Top 25%","3","false","242","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/4/d/7/0/4d7f42327c2405ad15593c932e8c754d.mp3?hdnea=exp=1780975540~acl=/api/1/1/4/d/7/0/4d7f42327c2405ad15593c932e8c754d.mp3*~data=user_id=0,application_id=42~hmac=8e6db1d6be5f613c655a394b5ac3cf19e5d6b9c21d4b924b60f72132e476b92f"
"11","Maria Maria (feat. The Product G&B)","Santana","Supernatural (Legacy Edition)","82241406","837844","Top 25%","2","false","261","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/8/9/e/0/89e9d7435933b8005a37c90ad0c78388.mp3?hdnea=exp=1780975537~acl=/api/1/1/8/9/e/0/89e9d7435933b8005a37c90ad0c78388.mp3*~data=user_id=0,application_id=42~hmac=5fae37f190abe0890b8b561f9a1dd52854e577be0f2ce400ee76a431525e188e"
"378","Black","Pearl Jam","Ten","7675132","836540","Top 25%","5","false","342","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/1/e/7/0/1e72e5ab241aa9f348bd7888b3a81e01.mp3?hdnea=exp=1780975539~acl=/api/1/1/1/e/7/0/1e72e5ab241aa9f348bd7888b3a81e01.mp3*~data=user_id=0,application_id=42~hmac=0438b50dec679086212289ea87a8d38028d8c640baf769aaead5a4dfcb7e15fa"
"84","Thank You","Dido","No Angel","962173","831464","Top 25%","2","false","217","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/2/f/c/0/2fc0f322e34f97f4a4e95c507656e9fa.mp3?hdnea=exp=1780975537~acl=/api/1/1/2/f/c/0/2fc0f322e34f97f4a4e95c507656e9fa.mp3*~data=user_id=0,application_id=42~hmac=855f9bd13294bdf713f3e54ba4a4bc1d70b6508ac3d0329e39ad05f856714165"
"218","Are You Gonna Go My Way","Lenny Kravitz","Are You Gonna Go My Way","3107395","831401","Top 25%","3","false","210","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/4/2/5/0/425773b389d492d75d1bf57641b23f4d.mp3?hdnea=exp=1780975538~acl=/api/1/1/4/2/5/0/425773b389d492d75d1bf57641b23f4d.mp3*~data=user_id=0,application_id=42~hmac=9434c8197d5198ed3ff57d4362fa7007eb744520f049c4005ef87d20c36a6f8d"
"220","Break Stuff","Limp Bizkit","Significant Other","94613616","830857","Top 25%","3","false","167","true","true","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/c/4/f/0/c4f2e311d3f1c6be5c4c73f4687a4c04.mp3?hdnea=exp=1780975538~acl=/api/1/1/c/4/f/0/c4f2e311d3f1c6be5c4c73f4687a4c04.mp3*~data=user_id=0,application_id=42~hmac=617eabb5597a6bbd4449edf1f5aff52ca29a66a4362b15ace87cfbf84041f907"
"197","Around the World","Daft Punk","Homework","3129775","830730","Top 25%","1","false","429","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/a/4/7/0/a47dbed01e6d9b0ac4e39a134f745ca2.mp3?hdnea=exp=1780975538~acl=/api/1/1/a/4/7/0/a47dbed01e6d9b0ac4e39a134f745ca2.mp3*~data=user_id=0,application_id=42~hmac=e176bba8cbc5b6d67c352510028cc95c52585cfbe846bce1d9f2c009c7fbf041"
"424","Fly Away","Lenny Kravitz","5","3156968","830505","Top 25%","3","false","222","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/e/5/f/0/e5fd281450fe56a6347b503a25a8e863.mp3?hdnea=exp=1780975539~acl=/api/1/1/e/5/f/0/e5fd281450fe56a6347b503a25a8e863.mp3*~data=user_id=0,application_id=42~hmac=cebc7cabee4f7e07316f035ea7f41a86f32345141bbe3812f27cec8ce989fda3"
"315","Heart-Shaped Box","Nirvana","In Utero","70466227","827356","Top 25%","5","false","281","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/c/3/9/0/c39f01809050b9080daec9ef63c20e9d.mp3?hdnea=exp=1780975539~acl=/api/1/1/c/3/9/0/c39f01809050b9080daec9ef63c20e9d.mp3*~data=user_id=0,application_id=42~hmac=96659bcf50ebdf1ccaff508dad3a9b1ef607362cf6af169b8a5deda21e5d81c6"
"482","Sandstorm","Darude","Before the Storm","11390027","825818","Top 25%","1","false","225","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/0/3/5/0/0350d31fdd1b8c626c82f5250ab1afd4.mp3?hdnea=exp=1780975539~acl=/api/1/1/0/3/5/0/0350d31fdd1b8c626c82f5250ab1afd4.mp3*~data=user_id=0,application_id=42~hmac=f901196369b537fdbd97e51237287ec7a2cb64fe46a58f181940fe9ec05fd653"
"1","Bye Bye Bye","*NSYNC","No Strings Attached","632447","824075","Top 25%","3","false","199","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/c/b/6/0/cb6e0cf5675a2b309947c4e8a16352c6.mp3?hdnea=exp=1780975537~acl=/api/1/1/c/b/6/0/cb6e0cf5675a2b309947c4e8a16352c6.mp3*~data=user_id=0,application_id=42~hmac=406d75f3c0eaa45bf96168a08bce851cdf015e2fb8c985532c5ad4c67d06ad88"
"90","Learn to Fly","Foo Fighters","Greatest Hits","4311599","821717","Top 25%","4","false","238","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/2/d/c/0/2dc3c7e79faaf5cff45c4b797dc95807.mp3?hdnea=exp=1780975537~acl=/api/1/1/2/d/c/0/2dc3c7e79faaf5cff45c4b797dc95807.mp3*~data=user_id=0,application_id=42~hmac=368b6763802252ae35fa36c53333a0db35abe246900c1634c8c0fa8f8a70f807"
"47","Black or White (Single Version)","Michael Jackson","Number Ones","13129208","821006","Top 25%","4","false","203","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/7/d/f/0/7df31fbf27460bbbb0d72b2910cee82e.mp3?hdnea=exp=1780975537~acl=/api/1/1/7/d/f/0/7df31fbf27460bbbb0d72b2910cee82e.mp3*~data=user_id=0,application_id=42~hmac=d0499478f56f24b53cb1b981cc86662c12f150ec0685da791df3d8aa35b0b046"
"33","Two Princes","Spin Doctors","Just Go Ahead Now: A Retrospective","831294","819208","Top 25%","2","false","257","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/4/9/6/0/4963708cb517dc74953a9f7654d7cd89.mp3?hdnea=exp=1780975537~acl=/api/1/1/4/9/6/0/4963708cb517dc74953a9f7654d7cd89.mp3*~data=user_id=0,application_id=42~hmac=55b40822a6abac19794c4524066d541d0498b0af530a92fa5880d334e5cf1076"
"406","Du hast","Rammstein","Sehnsucht","630595142","818879","Top 25%","1","false","235","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/8/2/5/0/825a70167777b61271be768dc54b9a96.mp3?hdnea=exp=1780975539~acl=/api/1/1/8/2/5/0/825a70167777b61271be768dc54b9a96.mp3*~data=user_id=0,application_id=42~hmac=6a236d1d47b69d21c85388c0370d1d923c346bf0abc735a28ba9b4e46375ccd9"
"416","One Of Us","Joan Osborne","Relish","2463249","813729","Top 25%","1","false","321","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/f/c/1/0/fc178a2a5322f25f199b9c3740b1a68a.mp3?hdnea=exp=1780975539~acl=/api/1/1/f/c/1/0/fc178a2a5322f25f199b9c3740b1a68a.mp3*~data=user_id=0,application_id=42~hmac=04bd8297d856da46ad7499b5aee8dfcf4c7dfa83fa9a4b53ce3b15a08b1b99c2"
"379","One","U2","Achtung Baby (Deluxe Edition)","14343282","812323","Top 25%","2","false","276","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/0/6/c/0/06c5a9b640cf5e5d86344d7f0d892194.mp3?hdnea=exp=1780975539~acl=/api/1/1/0/6/c/0/06c5a9b640cf5e5d86344d7f0d892194.mp3*~data=user_id=0,application_id=42~hmac=84f220de7909ef2d4a9a4f1d484f4cb3825de852ad7f6811d521e4c68f67f894"
"479","Teardrop","Massive Attack","Mezzanine","3129748","807772","Top 25%","2","false","327","true","false","false","","Auto-keep","Top 25% by popularity — defining track for the era","https://cdnt-preview.dzcdn.net/api/1/1/8/9/e/0/89e3e6e63e05cc99657f5f94e958dae7.mp3?hdnea=exp=1780975539~acl=/api/1/1/8/9/e/0/89e3e6e63e05cc99657f5f94e958dae7.mp3*~data=user_id=0,application_id=42~hmac=f5eaccd61292c98ea647f2a9ab5a5e584435e83a552f400af1cffba71287730e"
